class,height,width,red,green,blue,hue,saturation,value
surmark46104,1.24,0.25,131.5492487479132,131.5492487479132,131.5492487479132,0.0,0.0,131.5492487479132
black_totem,1.24,0.25,7.8232323232323235,5.742424242424243,5.742424242424243,0.0,91.99494949494951,7.8232323232323235
red_totem,1.24,0.25,107.88294314381271,17.331103678929765,17.331103678929765,0.0,225.55518394648828,107.88294314381271
buoy_red,2.5,2.0,107.88294314381271,17.331103678929765,17.331103678929765,0.0,225.55518394648828,107.88294314381271
surmark46104,1.24,0.25,153.07760314341846,153.07858546168958,153.07858546168958,0.08840864440078584,0.001473477406679764,153.07858546168958
surmark46104,1.24,0.25,105.33934426229509,105.33934426229509,105.33934426229509,0.0,0.0,105.33934426229509
red_totem,1.24,0.25,130.85689354275743,25.363001745200698,25.363001745200698,0.0,219.0820244328098,130.85689354275743
buoy_red,2.5,2.0,130.85689354275743,25.363001745200698,25.363001745200698,0.0,219.0820244328098,130.85689354275743
surmark950400,1.0,0.3,57.17063711911358,84.35734072022161,68.9224376731302,73.10969529085874,85.81108033240999,84.35734072022161
black_totem,1.24,0.25,14.722222222222221,12.99074074074074,13.305555555555555,1.9953703703703702,89.71296296296296,15.254629629629628
red_totem,1.24,0.25,169.11475409836066,7.418032786885246,7.418032786885246,0.0,240.68360655737706,169.11475409836066
buoy_red,2.5,2.0,169.11475409836066,7.418032786885246,7.418032786885246,0.0,240.68360655737706,169.11475409836066
surmark950410,1.24,0.25,192.9523404255319,71.31829787234042,65.17191489361701,1.3302127659574468,168.7991489361702,192.9523404255319
polyform_a7,1.0,1.0,1.7483189241114312,0.8847262247838616,0.8847262247838616,0.0,44.016330451488955,1.7483189241114312
polyform_a5,0.68,0.68,1.7483189241114312,0.8847262247838616,0.8847262247838616,0.0,44.016330451488955,1.7483189241114312
polyform_a3,0.43,0.43,1.7483189241114312,0.8847262247838616,0.8847262247838616,0.0,44.016330451488955,1.7483189241114312
surmark46104,1.24,0.25,136.67629046369206,136.67366579177605,136.67366579177605,0.31496062992125984,0.012248468941382328,136.67979002624674
surmark950400,1.0,0.3,53.32739804709937,82.32682366456059,67.20333141872487,74.6869615163699,93.77254451464675,82.32682366456059
surmark46104,1.24,0.25,114.04724409448819,114.04527559055119,114.04527559055119,0.0,0.003937007874015748,114.04724409448819
surmark46104,1.24,0.25,106.54450261780104,106.5410122164049,106.5410122164049,0.0,0.006980802792321117,106.54450261780104
surmark46104,1.24,0.25,116.52636242800178,116.5206025697829,116.5206025697829,0.03987594151528578,0.007975188303057155,116.5268054940186
surmark46104,1.24,0.25,106.76534296028882,106.7641395908544,106.7641395908544,0.21660649819494585,0.010830324909747294,106.76774969915765
